name,dob,outcome_type,outcome_subtype,outcome_datetime,sex,color,age,breed
Sundae,2012-02-29,Transfer,Partner,2016-03-03 13:27:00,Spayed Female,Black/White,4 years,Boston Terrier
Ruby,2017-01-06,Transfer,Partner,2018-03-01 13:58:00,Intact Female,Black,1 year,Labrador Retriever
*Blue,2020-07-20,Adoption,Foster,2021-01-21 09:22:00,Neutered Male,Tan/White,6 months,Labrador Retriever
Charlotte,2020-02-12,Adoption,Foster,2020-04-04 08:08:00,Intact Female,Tan/White,1 month,Australian Shepherd
Rocky,2017-11-26,Transfer,Partner,2019-06-11 14:36:00,Neutered Male,Brown/Black,1 year,Australian Kelpie
Chiquita,2021-02-24,Transfer,Partner,2021-09-26 15:00:00,Intact Female,Black/White,7 months,Great Dane
*Trent,2020-03-04,Transfer,Out State,2022-03-14 12:05:00,Neutered Male,Tricolor,2 years,Airedale Terrier
Chico,2011-10-23,Transfer,Partner,2017-01-18 16:27:00,Neutered Male,White/Black,5 years,Labrador Retriever
Simba,2016-07-11,Return to Owner,Field,2020-09-24 14:09:00,Neutered Male,White,4 years,Siberian Husky
Bo,2012-12-17,Transfer,Partner,2014-01-26 13:15:00,Spayed Female,Black/White,1 year,Boxer
*Cassie,2011-07-23,Adoption,Foster,2014-09-23 13:55:00,Spayed Female,Black/White,3 years,Boxer
*Ginny,2011-03-04,Transfer,Partner,2014-03-19 11:42:00,Spayed Female,Black,3 years,Labrador Retriever
Destiny,2020-06-19,Adoption,Foster,2020-09-01 07:49:00,Intact Female,Black/White,2 months,Labrador Retriever
Unknown,2024-04-22,Transfer,Partner,2024-04-29 17:43:00,Unknown,Black/White,1 week,Australian Cattle Dog
Unknown,2018-05-21,Transfer,Partner,2018-07-10 19:10:00,Intact Male,Brown/White,1 month,Australian Kelpie
*Kelly,2012-09-29,Transfer,Partner,2014-10-02 14:35:00,Intact Female,Brown/White,2 years,Labrador Retriever
Charlie,2010-11-17,Euthanasia,Rabies Risk,2014-11-20 08:07:00,Neutered Male,Black/Tan,4 years,Dachshund
*Winnie,2010-10-15,Transfer,Partner,2013-11-16 12:54:00,Spayed Female,Brown/White,3 years,American Staffordshire Terrier
*Mildred,2018-02-09,Transfer,Partner,2020-02-19 14:05:00,Intact Female,White/Tan,2 years,Australian Cattle Dog
Cookie2,2013-09-14,Transfer,Partner,2015-09-17 11:32:00,Intact Female,Sable,2 years,Shih Tzu
Scooby,2004-12-21,Euthanasia,Aggressive,2014-02-05 14:26:00,Neutered Male,Red,9 years,Labrador Retriever
*Jeeves,2018-06-17,Transfer,Partner,2019-06-28 10:29:00,Intact Male,Tan,1 year,Cairn Terrier
888722,2023-09-05,Transfer,Partner,2023-09-22 17:25:00,Intact Female,White,2 weeks,Labrador Retriever
Oso,2011-02-17,Euthanasia,Aggressive,2014-04-17 17:09:00,Intact Male,Black/Tan,3 years,Rottweiler
Unknown,2017-01-30,Transfer,Partner,2024-02-09 14:12:00,Intact Male,Black/White,7 years,Boston Terrier
*Baxter,2021-06-07,Adoption,Foster,2021-08-18 13:12:00,Neutered Male,Tricolor,2 months,Australian Cattle Dog
Unknown,2019-12-06,Transfer,Partner,2022-12-10 12:34:00,Spayed Female,Tan,3 years,Norfolk Terrier
Dixie,2015-09-12,Transfer,Partner,2019-09-16 12:20:00,Intact Female,White,4 years,Shih Tzu
Unknown,2018-08-20,Transfer,Partner,2020-08-25 11:41:00,Neutered Male,Brown/Cream,2 years,Tibetan Terrier
Unknown,2022-12-13,Died,In Kennel,2023-03-18 15:53:00,Intact Male,Black/White,3 months,Labrador Retriever
Unknown,2018-05-07,Transfer,Partner,2023-05-15 14:01:00,Neutered Male,Black/Brown,5 years,Miniature Schnauzer
*Beatriz,2022-05-04,Adoption,Foster,2022-07-22 16:04:00,Spayed Female,White/Brown Brindle,2 months,American Bulldog
Daisy,2016-05-10,Transfer,Partner,2017-08-12 18:55:00,Spayed Female,Tricolor,1 year,Beagle
Tigger,2016-02-21,Adoption,Foster,2022-12-13 12:44:00,Neutered Male,Brown Brindle/White,6 years,Boxer
*Zhazha,2020-01-13,Transfer,Partner,2020-03-20 11:18:00,Spayed Female,Black/White,2 months,Labrador Retriever
*Zelda,2010-08-03,Adoption,Foster,2016-03-23 11:00:00,Spayed Female,Tricolor,5 years,Australian Kelpie
Karmen,2009-11-17,Transfer,Partner,2015-11-23 00:00:00,Intact Female,Black,6 years,Labrador Retriever
Bear,2015-12-19,Adoption,Foster,2016-02-13 18:58:00,Neutered Male,Black,1 month,Irish Setter
Moonpie,2009-05-11,Adoption,Foster,2016-01-15 10:35:00,Spayed Female,Brown,6 years,Labrador Retriever
Sakari,2021-09-30,Adoption,Foster,2023-12-14 16:56:00,Spayed Female,White,2 years,Siberian Husky
Unknown,2016-09-19,Transfer,Partner,2016-11-04 15:37:00,Intact Female,Black/White,1 month,Labrador Retriever
*Maggie,2017-11-19,Adoption,Foster,2018-01-31 07:41:00,Spayed Female,Tricolor,2 months,Boxer
Austin,2003-01-04,Transfer,Partner,2015-01-08 14:17:00,Intact Male,Tricolor,12 years,Basset Hound
Wookie,2017-05-09,Transfer,Partner,2018-01-11 12:10:00,Neutered Male,Brown Brindle,8 months,Shih Tzu
Unknown,2020-01-04,Transfer,Partner,2020-01-06 17:09:00,Intact Female,Brown,2 days,Dachshund
Priscilla,2013-12-19,Transfer,Partner,2016-02-28 00:00:00,Spayed Female,White/Brown Brindle,2 years,Pointer
*Kinsey,2018-03-25,Transfer,Partner,2018-11-06 15:07:00,Intact Female,Tan/White,7 months,Labrador Retriever
*Professor X,2021-12-10,Adoption,Foster,2022-02-11 15:59:00,Neutered Male,Tan,2 months,Australian Cattle Dog
Willie,2017-11-10,Adoption,Foster,2019-01-25 16:07:00,Neutered Male,Brown,1 year,Australian Cattle Dog
*Charlotte,2020-11-15,Adoption,Foster,2021-01-19 08:41:00,Spayed Female,Black/White,2 months,Labrador Retriever
Unknown,2014-06-22,Transfer,Partner,2014-09-25 16:21:00,Intact Female,Yellow,3 months,Labrador Retriever
Unknown,2014-01-17,Euthanasia,Suffering,2014-07-17 19:11:00,Intact Female,Gray/White,5 months,Siberian Husky
*Nacho,2021-04-06,Adoption,Foster,2023-07-10 13:23:00,Neutered Male,Tan,2 years,Labrador Retriever
Vato,2019-06-17,Adoption,Foster,2022-06-17 06:46:00,Neutered Male,Black/Tan,3 years,Rottweiler
Jack,2014-01-24,Adoption,Foster,2014-03-23 18:31:00,Neutered Male,Chocolate/Tan,1 month,Yorkshire Terrier
*Weasley,2014-09-10,Transfer,Partner,2018-09-18 14:28:00,Intact Male,Red/White,4 years,Labrador Retriever
Dylanger,2019-01-28,Transfer,Partner,2020-02-06 12:03:00,Spayed Female,Brown Brindle/White,1 year,Dutch Shepherd
*Gardenia,2022-09-02,Adoption,Foster,2024-02-15 14:21:00,Spayed Female,Blue Tick,1 year,Australian Cattle Dog
Unknown,2017-10-02,Transfer,Partner,2017-11-17 14:51:00,Intact Male,Brown Brindle/White,1 month,Plott Hound
A858762,2022-02-03,Transfer,Partner,2022-06-04 13:23:00,Intact Female,White/Black,3 months,Dalmatian
Doug,2008-11-28,Transfer,Partner,2016-12-02 17:41:00,Neutered Male,Tan/White,8 years,Pomeranian
*Radio,2020-08-20,Transfer,Partner,2021-09-16 15:00:00,Intact Female,Yellow,1 year,Labrador Retriever
Diego,2008-08-24,Transfer,Partner,2021-08-28 11:14:00,Neutered Male,Brown,13 years,Golden Retriever
*Dapple,2018-06-23,Adoption,Foster,2021-01-20 16:01:00,Neutered Male,White/Blue Merle,2 years,Australian Shepherd
A851229,2021-08-09,Transfer,Partner,2022-02-12 16:12:00,Intact Male,Brown/Black,6 months,Yorkshire Terrier
*Philly,2023-01-03,Adoption,Foster,2023-03-11 14:58:00,Neutered Male,Brown Brindle/White,2 months,Australian Shepherd
Unknown,2017-11-23,Transfer,Partner,2019-11-25 09:57:00,Intact Female,Red,2 years,Dachshund
Copper,2021-04-08,Euthanasia,At Vet,2022-06-11 00:00:00,Neutered Male,Red/White,1 year,Basset Hound
Lucy,2012-08-09,Transfer,Partner,2018-08-09 00:00:00,Intact Female,Tricolor,6 years,Dachshund
Unknown,2011-08-31,Transfer,Partner,2014-09-04 19:59:00,Neutered Male,Tan,3 years,Chow Chow
Unknown,2020-07-06,Transfer,Partner,2020-12-10 00:00:00,Spayed Female,Black/Black,5 months,Labrador Retriever
Cudi,2015-07-01,Transfer,Partner,2017-07-06 11:13:00,Neutered Male,White/Brown,2 years,Pointer
Unknown,2013-01-24,Transfer,Partner,2013-10-02 15:25:00,Spayed Female,Brown,8 months,Labrador Retriever
Unknown,2019-02-20,Transfer,Partner,2019-07-20 14:22:00,Intact Female,Brown/Tricolor,4 months,Labrador Retriever
Unknown,2019-11-13,Transfer,Partner,2019-12-22 12:40:00,Intact Female,Tricolor/White,1 month,Australian Cattle Dog
Russell,2015-10-01,Transfer,Partner,2017-10-05 11:13:00,Intact Male,Brown/Black,2 years,Pekingese
Seymour,2016-08-25,Adoption,Foster,2019-12-21 12:02:00,Neutered Male,Black/Brown,3 years,Australian Shepherd
*Captain Underpants,2019-10-05,Transfer,Partner,2021-10-14 15:36:00,Intact Male,White,2 years,Boxer
Unknown,2001-01-29,Euthanasia,Suffering,2014-02-02 15:30:00,Spayed Female,Sable,13 years,Shetland Sheepdog
Unknown,2015-02-03,Transfer,Partner,2015-04-28 00:00:00,Intact Female,Tan,2 months,Labrador Retriever
Unknown,2021-03-03,Transfer,Partner,2021-05-05 14:08:00,Intact Male,Black/White,2 months,Border Collie
Unknown,2022-01-16,Transfer,Partner,2022-01-19 17:47:00,Unknown,Cream,3 days,Great Pyrenees
Unknown,2020-08-27,Transfer,Partner,2020-08-28 15:30:00,Intact Male,Brown,1 day,Australian Shepherd
Nena,2021-05-14,Transfer,Partner,2022-11-16 10:31:00,Intact Female,Black/White,1 year,Papillon
Macha,2009-03-19,Transfer,Partner,2019-03-19 16:21:00,Spayed Female,Red/White,10 years,Shetland Sheepdog
*Witchy,2017-10-24,Transfer,Partner,2018-11-10 14:51:00,Intact Male,Tan,1 year,Norwich Terrier
Isla,2018-05-03,Adoption,Foster,2019-09-03 06:57:00,Spayed Female,Black/White,1 year,Australian Kelpie
Junebug,2018-05-25,Adoption,Foster,2018-07-28 09:34:00,Spayed Female,Cream,2 months,Plott Hound
Unknown,2018-06-25,Transfer,Partner,2018-08-14 11:42:00,Intact Male,Brown,1 month,Australian Cattle Dog
*Tucker,2013-07-22,Adoption,Foster,2017-08-01 14:40:00,Neutered Male,Chocolate/White,4 years,Labrador Retriever
Travis,2019-05-31,Transfer,Partner,2019-08-05 19:00:00,Intact Male,Black/Brown,2 months,Belgian Malinois
Unknown,2015-03-07,Transfer,Partner,2015-03-13 16:06:00,Intact Male,White,6 days,Rat Terrier
Toby,2007-12-28,Transfer,Partner,2024-05-20 11:34:00,Neutered Male,Brown/White,16 years,Shih Tzu
Sugar,2012-12-08,Adoption,Foster,2022-12-22 17:27:00,Spayed Female,White/Gray,10 years,Rat Terrier
Unknown,2009-10-26,Transfer,Partner,2013-11-01 14:13:00,Spayed Female,Brown Brindle/White,4 years,Boxer
Gizmo,2016-10-24,Adoption,Foster,2018-11-24 17:30:00,Neutered Male,Brown/White,2 years,Treeing Walker Coonhound
Unknown,2016-04-22,Transfer,Partner,2016-05-19 12:41:00,Intact Male,Black,3 weeks,Border Terrier
Unknown,2013-10-21,Transfer,Partner,2014-06-21 16:47:00,Intact Female,Black,7 months,Labrador Retriever
Unknown,2023-09-25,Transfer,Partner,2023-11-08 11:00:00,Intact Male,Chocolate,1 month,Labrador Retriever
Pandora,2014-05-30,Adoption,Foster,2022-02-26 07:39:00,Spayed Female,Black/White,7 years,Labrador Retriever
*Clementine,2020-01-24,Adoption,Foster,2020-04-07 08:26:00,Spayed Female,Tan,2 months,Golden Retriever
Jiffy,2017-03-07,Transfer,Partner,2019-03-14 16:00:00,Neutered Male,Black/White,2 years,Labrador Retriever
Moky,2014-03-15,Transfer,Out State,2021-09-09 11:52:00,Neutered Male,Black/White,7 years,American Bulldog
*Zinc,2023-01-02,Adoption,Foster,2023-03-04 12:12:00,Neutered Male,Tan/Black,1 month,Labrador Retriever
*Licorice,2021-02-03,Adoption,Foster,2023-09-26 12:23:00,Neutered Male,Black/White,2 years,Pointer
Scar,2020-12-06,Transfer,Partner,2022-06-25 13:04:00,Neutered Male,White,1 year,Dogo Argentino
Unknown,2016-06-21,Transfer,Partner,2017-06-25 16:48:00,Spayed Female,Tan,1 year,Pomeranian
*Eddie,2012-10-04,Transfer,Partner,2014-11-07 11:42:00,Neutered Male,Brown/White,2 years,Dachshund
Unknown,2013-07-20,Transfer,Partner,2015-07-24 19:50:00,Neutered Male,Black,2 years,Skye Terrier
Shiloh,2020-06-02,Transfer,Out State,2022-06-04 12:51:00,Intact Male,Tricolor,2 years,Beagle
Simba,2021-04-26,Transfer,Partner,2022-04-28 14:49:00,Intact Male,Brown Tiger,1 year,Mastiff
*Violet,2020-06-09,Euthanasia,Suffering,2020-07-12 09:25:00,Intact Female,Blue Tick,4 weeks,Australian Cattle Dog
Lola,2017-09-28,Transfer,Partner,2019-10-05 19:30:00,Spayed Female,Brown Brindle/White,2 years,Boxer
*Raven,2017-06-26,Adoption,Foster,2021-02-20 11:12:00,Spayed Female,Black/White,3 years,Labrador Retriever
*Georgina,2022-02-18,Adoption,Foster,2023-02-27 16:11:00,Spayed Female,Brown/Buff,1 year,Shiba Inu
*Alita,2011-10-23,Transfer,Partner,2013-11-05 15:53:00,Spayed Female,Black/Silver,2 years,Yorkshire Terrier
A882531,2022-12-06,Disposal,Rabies Risk,2023-06-10 16:57:00,Intact Male,Black/Tan,6 months,Rottweiler
*Annie,2012-08-25,Adoption,Foster,2017-01-20 12:08:00,Spayed Female,Black/White,4 years,Pointer
*Max,2015-02-18,Adoption,Offsite,2015-05-02 21:04:00,Neutered Male,White/Black,2 months,Newfoundland
Unknown,2021-05-18,Transfer,Partner,2021-08-18 17:31:00,Intact Female,Brown Brindle,3 months,Boxer
Preston,2014-02-21,Transfer,Partner,2014-09-25 17:09:00,Neutered Male,White/Cream,7 months,Great Pyrenees
Lili,2015-12-13,Transfer,Partner,2019-12-19 12:52:00,Intact Female,White/Black,4 years,Shih Tzu
*Marty,2020-01-15,Transfer,Partner,2020-12-03 15:14:00,Intact Male,White,10 months,Great Pyrenees
Buddy,2015-09-09,Transfer,Partner,2016-02-21 00:00:00,Neutered Male,White,5 months,Great Pyrenees
Cory,2019-03-22,Adoption,Foster,2021-05-04 13:32:00,Neutered Male,Red,2 years,Australian Cattle Dog
Ryder,2017-08-13,Transfer,Partner,2019-08-23 12:48:00,Neutered Male,Blue Tick,2 years,Australian Cattle Dog
Unknown,2017-06-09,Transfer,Partner,2019-06-14 12:37:00,Neutered Male,Black/Tan,2 years,Norwich Terrier
Hector,2009-04-03,Adoption,Foster,2016-07-29 10:04:00,Neutered Male,Brown/Chocolate,7 years,Dachshund
Marshall Bug,2020-08-01,Transfer,Partner,2020-10-05 14:41:00,Intact Male,Blue Merle,2 months,Dachshund
Unknown,2018-01-19,Transfer,Partner,2020-01-25 12:55:00,Spayed Female,Black/Tricolor,2 years,Australian Kelpie
Unknown,2016-05-18,Transfer,Partner,2016-11-22 16:51:00,Spayed Female,White,6 months,Cairn Terrier
Max,2021-11-08,Transfer,Partner,2023-04-26 12:16:00,Neutered Male,White,1 year,Maltese
*Rowan,2013-03-07,Transfer,Partner,2014-03-14 16:54:00,Spayed Female,Tan,1 year,Dachshund
*Ham,2016-10-07,Adoption,Foster,2018-10-16 17:52:00,Neutered Male,Black/White,2 years,Labrador Retriever
Gabe,2018-04-14,Transfer,Partner,2022-04-15 11:34:00,Intact Male,Black/White,4 years,Shih Tzu
*Marcus,2014-08-15,Transfer,Partner,2016-08-22 16:26:00,Intact Male,Brown/Black,2 years,Boxer
Cinnamon,2006-01-12,Euthanasia,At Vet,2018-06-08 00:00:00,Spayed Female,Tricolor,12 years,Beagle
*George,2014-06-01,Adoption,Offsite,2014-08-10 17:29:00,Neutered Male,Black/White,2 months,Australian Kelpie
Elanora,2013-07-05,Transfer,Partner,2018-07-06 17:02:00,Intact Female,Brown/White,5 years,Labrador Retriever
Mia,2014-05-06,Transfer,Partner,2016-06-30 11:33:00,Intact Female,Gold,2 years,Maltese
Romeo,2013-10-13,Transfer,Partner,2017-12-21 11:42:00,Neutered Male,Brown,4 years,Labrador Retriever
Wednesday,2018-11-06,Adoption,Foster,2020-07-30 12:33:00,Spayed Female,White/Brown,1 year,Pointer
Riley,2017-03-14,Transfer,Partner,2017-05-14 13:24:00,Intact Male,Brown/White,1 month,Labrador Retriever
Unknown,2013-10-23,Transfer,Partner,2013-12-24 11:16:00,Intact Female,Black/White,2 months,Labrador Retriever
Gracie,2018-12-24,Transfer,Partner,2019-07-17 13:43:00,Intact Female,Black/White,6 months,Welsh Terrier
Abigail,2007-12-04,Transfer,Partner,2017-10-31 12:15:00,Spayed Female,Tan/White,9 years,Dachshund
Unknown,2016-10-06,Transfer,Partner,2018-10-10 16:14:00,Spayed Female,Brown/Black,2 years,Pug
Stuey,2019-08-28,Transfer,Partner,2021-09-01 11:03:00,Intact Male,White,2 years,Maltese
Roxy,2012-09-19,Transfer,Partner,2014-09-26 14:24:00,Spayed Female,Red,2 years,Labrador Retriever
X,2008-07-08,Transfer,Partner,2014-07-18 13:01:00,Spayed Female,Blue Merle,6 years,Australian Cattle Dog
*Roscoe,2014-06-26,Transfer,Partner,2016-07-01 12:28:00,Intact Male,White,2 years,Lhasa Apso
Domino,2009-04-14,Transfer,Partner,2015-04-28 18:19:00,Spayed Female,White/Black,6 years,Australian Cattle Dog
Oreo,2019-12-30,Return to Owner,Field,2021-03-26 17:01:00,Neutered Male,Black/White,1 year,American Foxhound
Unknown,2019-11-19,Transfer,Partner,2019-11-25 09:59:00,Intact Male,Tan,6 days,Dachshund
Lemur,2007-12-03,Euthanasia,Aggressive,2014-12-08 11:47:00,Neutered Male,Brown Brindle/White,7 years,Boxer
Hunter,2015-05-06,Transfer,Partner,2017-05-16 15:51:00,Neutered Male,Black/White,2 years,Border Collie
*Charlene,2019-01-11,Adoption,Foster,2024-06-06 10:31:00,Spayed Female,Tan/White,5 years,Cairn Terrier
Louie,2009-11-25,Euthanasia,At Vet,2020-02-07 12:46:00,Neutered Male,Chocolate,10 years,Labrador Retriever
*Viceroy,2022-03-02,Transfer,Out State,2022-05-24 10:46:00,Neutered Male,Tan,2 months,Labrador Retriever
Lexie,2010-12-20,Adoption,Foster,2017-12-31 17:08:00,Spayed Female,Black/White,7 years,Labrador Retriever
Ceelo,2017-03-16,Adoption,Foster,2019-06-11 10:38:00,Neutered Male,Yellow Brindle,2 years,Border Collie
Unknown,2017-02-05,Transfer,Partner,2017-05-05 00:00:00,Unknown,Brown,2 months,Labrador Retriever
Brisket,2015-06-06,Adoption,Foster,2015-09-17 14:57:00,Neutered Male,Brown/White,3 months,Toy Fox Terrier
Unknown,2007-08-05,Transfer,Partner,2014-08-05 11:48:00,Spayed Female,Black/White,7 years,Shih Tzu
Jax,2016-06-17,Adoption,Foster,2016-08-12 17:04:00,Neutered Male,Black/White,1 month,Labrador Retriever
Unknown,2015-06-13,Died,In Kennel,2015-06-15 15:47:00,Unknown,White/Black,2 days,American Staffordshire Terrier
Keto,2017-02-18,Transfer,Partner,2018-10-22 13:54:00,Neutered Male,Yellow,1 year,Cairn Terrier
Unknown,2018-06-25,Transfer,Partner,2018-08-14 11:42:00,Intact Female,Brown,1 month,Australian Cattle Dog
*Butterfly,2022-02-25,Transfer,Out State,2022-09-09 12:53:00,Spayed Female,Brown Brindle/White,6 months,Plott Hound
Oso,2016-12-31,Adoption,Foster,2017-02-26 17:46:00,Neutered Male,Tan,1 month,Siberian Husky
Beau Beau,2016-11-20,Transfer,Partner,2019-05-29 14:25:00,Neutered Male,Black,2 years,Australian Kelpie
Sasha,2020-08-16,Transfer,Partner,2021-08-26 18:54:00,Intact Female,Black/White,1 year,Siberian Husky
*Sally,2014-12-30,Transfer,Partner,2015-09-12 08:57:00,Intact Female,Tan/Black,8 months,Papillon
*Vixen,2021-07-28,Transfer,Out State,2021-12-10 13:12:00,Intact Female,Black/Brown,4 months,Australian Kelpie
Daisy,2017-10-19,Transfer,Partner,2019-12-16 16:43:00,Spayed Female,Brown Brindle/White,2 years,Boxer
*Riley,2008-01-07,Adoption,Foster,2014-03-14 15:05:00,Neutered Male,Sable,6 years,Cairn Terrier
Unknown,2015-01-02,Transfer,Partner,2015-01-20 14:42:00,Intact Female,Tan/White,2 weeks,Border Collie
Lil Momma,2017-02-18,Adoption,Foster,2020-04-18 10:12:00,Spayed Female,Black/White,3 years,Pointer
Unknown,2020-05-31,Euthanasia,Suffering,2022-06-04 10:46:00,Neutered Male,Black/Brown,2 years,Labrador Retriever
*Moonbeam,2022-02-02,Transfer,Out State,2022-05-06 12:31:00,Intact Male,White,3 months,Great Pyrenees
*Linzy,2005-04-15,Adoption,Foster,2017-08-09 07:29:00,Spayed Female,Black/White,12 years,Rat Terrier
Ike,2014-05-22,Transfer,Partner,2016-05-26 00:00:00,Intact Male,Tricolor,2 years,Lhasa Apso
*Piper,2015-11-10,Transfer,Partner,2016-03-16 14:41:00,Intact Male,Black/White,4 months,Boston Terrier
Jasmine,2016-01-28,Adoption,Offsite,2017-01-29 16:35:00,Spayed Female,Yellow,1 year,Labrador Retriever
Unknown,2014-07-25,Transfer,Partner,2019-07-25 08:40:00,Intact Male,Black/Brown,5 years,Labrador Retriever
Jobbin,2007-12-26,Transfer,Partner,2016-02-26 14:49:00,Neutered Male,Black/White,8 years,Greyhound
Unknown,2016-10-12,Transfer,Partner,2016-12-06 13:30:00,Intact Male,Black/White,1 month,Labrador Retriever
*Elsa,2023-08-15,Adoption,Foster,2024-01-30 10:15:00,Spayed Female,Cream,5 months,Siberian Husky
Unknown,2000-03-20,Euthanasia,Suffering,2014-03-20 18:37:00,Spayed Female,White/Tricolor,14 years,Border Collie
Camille,2021-08-04,Transfer,Partner,2022-03-11 14:02:00,Spayed Female,Liver Tick/Brown,7 months,Australian Cattle Dog
*Jack,2017-12-15,Adoption,Foster,2020-05-06 09:32:00,Neutered Male,Tricolor,2 years,Australian Kelpie
Unknown,2017-04-02,Transfer,Partner,2017-05-09 16:03:00,Intact Female,Black/Tan,1 month,Labrador Retriever
Halle,2006-11-17,Adoption,Foster,2019-01-02 13:17:00,Intact Female,Black,12 years,Pomeranian
*Benji,2022-08-07,Adoption,Foster,2023-04-01 16:01:00,Neutered Male,Tan/White,7 months,Norfolk Terrier
Josie,2017-11-06,Adoption,Foster,2019-01-03 17:08:00,Spayed Female,White/Black,1 year,Boxer
Daisy,2018-02-04,Transfer,Partner,2019-02-05 17:51:00,Intact Female,Black/White,1 year,Boston Terrier
Unknown,2018-02-10,Euthanasia,Suffering,2020-02-14 12:56:00,Intact Female,Brown/White,2 years,Australian Shepherd
Tank,2017-03-11,Adoption,Foster,2019-07-27 13:24:00,Neutered Male,Brown Brindle,2 years,American Bulldog
*Sybil,2016-01-21,Transfer,Partner,2017-01-27 13:38:00,Spayed Female,Brown/Brown,1 year,Beagle
*Drew,2019-12-29,Adoption,Foster,2023-05-10 11:41:00,Neutered Male,Brown Brindle/White,3 years,Plott Hound
Unknown,2017-05-14,Transfer,Partner,2017-06-26 15:05:00,Intact Male,Cream/Brown Merle,1 month,Australian Cattle Dog
Unknown,2017-05-23,Transfer,Partner,2019-05-27 12:45:00,Spayed Female,Yellow,2 years,Labrador Retriever
Cochise,2012-02-05,Euthanasia,Behavior,2014-02-20 14:50:00,Intact Female,Black/Tan,2 years,Rottweiler
